CustomerID,JoinDate,Age,Gender,MonthlySpend,TenureMonth,NumTransactions,PaymentMethod,Region,Churn
CUST00677,2024-12-07,,F,966245,57,37.0,Credit Card,Jawa Barat,Yes
CUST00678,2024-03-18,,Male,3131793,41,7.0,E-Wallet,Jawa Tengah,No
CUST00679,2025-03-05,,,1149750,53,22.0,Cash,Jabodetabek,Yes
CUST00680,2025-05-18,72.0,Male,673559,59,,Debit Card,Jabodetabek,No
CUST00681,2025-05-20,,F,1961264,44,4.0,Cash,Jabodetabek,No
CUST00682,2024-10-28,57.0,Male,0,30,28.0,Cash,Jawa Tengah,No
CUST00683,2024-10-14,55.0,,3025771,46,5.0,E-Wallet,Jawa Tengah,Yes
CUST00684,2023-11-16,72.0,,2014889,9,3.0,Cash,Jawa Tengah,Yes
CUST00685,2024-01-13,74.0,Male,0,20,,Debit Card,Jabodetabek,No
CUST00686,2023-12-16,73.0,Female,0,13,13.0,Cash,,Yes
CUST00687,2024-04-10,70.0,Male,0,27,22.0,Cash,Jawa Barat,Yes
CUST00688,2025-04-06,18.0,F,3978398,14,,Debit Card,,No
CUST00689,2023-10-25,,F,0,2,36.0,Debit Card,Jawa Tengah,Yes
CUST00690,2025-05-17,20.0,,979738,15,17.0,Debit Card,Jawa Barat,No
CUST00691,2024-11-01,30.0,Male,1248020,2,44.0,E-Wallet,Jawa Barat,No
CUST00692,2023-05-02,37.0,Female,0,43,,Debit Card,Jawa Barat,Yes
CUST00693,2025-02-20,,,3666792,28,41.0,Debit Card,Jawa Tengah,Yes
CUST00694,2025-01-14,27.0,Male,0,56,,Cash,Jabodetabek,Yes
CUST00695,2024-12-30,,M,0,34,30.0,Cash,,No
CUST00696,2023-07-27,69.0,F,4338204,42,3.0,Debit Card,,Yes
CUST00697,2023-05-18,,Male,1731600,60,,E-Wallet,,Yes
CUST00698,2024-04-23,51.0,F,3975706,40,,Cash,Jawa Tengah,No
CUST00699,2024-01-03,,Male,1753779,29,,E-Wallet,Jabodetabek,Yes
CUST00700,2023-07-21,35.0,M,0,3,35.0,E-Wallet,Jawa Tengah,No
CUST00701,2025-02-27,68.0,M,4793063,48,,E-Wallet,Jawa Tengah,Yes
CUST00702,2023-08-22,71.0,Female,3989864,33,49.0,Debit Card,,No
CUST00703,2023-11-17,73.0,Female,0,47,,Cash,,Yes
CUST00704,2025-01-25,,Male,0,9,37.0,Cash,Jawa Tengah,No
CUST00705,2024-08-24,,Male,0,49,,Credit Card,Jawa Barat,No
CUST00706,2024-05-01,70.0,Male,1789494,26,,E-Wallet,,Yes
CUST00707,2023-01-28,58.0,Female,3218760,36,12.0,Debit Card,Jabodetabek,No
CUST00708,2024-01-13,42.0,,3610492,34,,Credit Card,Jawa Barat,Yes
CUST00709,2024-02-03,,Female,808654,35,,Debit Card,Jawa Barat,Yes
CUST00710,2023-10-10,71.0,Female,3332988,37,20.0,Credit Card,Jawa Barat,No
CUST00711,2024-04-18,,,0,59,,Credit Card,Jabodetabek,No
CUST00712,2024-03-01,,Female,4468670,51,,Debit Card,,Yes
CUST00713,2025-06-10,71.0,Female,4464906,7,26.0,E-Wallet,Jawa Tengah,Yes
CUST00714,2023-03-20,66.0,Male,0,27,49.0,E-Wallet,,No
CUST00715,2024-01-26,,M,1019781,30,2.0,Cash,Jawa Barat,No
CUST00716,2024-05-11,43.0,F,3240507,59,,Credit Card,Jabodetabek,No
CUST00717,2025-05-08,53.0,Male,0,53,18.0,Credit Card,Jawa Barat,Yes
CUST00718,2023-06-07,66.0,F,1789341,43,49.0,E-Wallet,Jawa Barat,No
CUST00719,2024-12-07,65.0,M,0,45,4.0,Cash,Jabodetabek,No
CUST00720,2023-07-24,56.0,Male,1732911,60,,Credit Card,,Yes
CUST00721,2025-01-11,,Female,4425978,5,15.0,Credit Card,,Yes
CUST00722,2024-03-14,,Male,4178712,13,40.0,Debit Card,Jawa Barat,No
CUST00723,2023-08-06,,F,0,42,21.0,Debit Card,Jabodetabek,No
CUST00724,2025-02-24,69.0,,1697614,57,,Cash,Jabodetabek,No
CUST00725,2023-12-07,52.0,Female,3198693,21,,E-Wallet,,Yes
CUST00726,2023-08-27,22.0,Male,3801890,41,48.0,Credit Card,Jawa Tengah,Yes
CUST00727,2023-06-05,33.0,F,482984,24,,Debit Card,Jabodetabek,Yes
CUST00728,2024-10-25,,M,0,21,42.0,Credit Card,Jawa Barat,No
CUST00729,2024-09-14,39.0,F,1013260,59,43.0,E-Wallet,Jawa Barat,Yes
CUST00730,2023-07-29,46.0,Female,0,5,13.0,Credit Card,Jawa Barat,Yes
CUST00731,2023-06-18,55.0,Female,1141156,28,,Debit Card,,No
CUST00732,2025-06-02,29.0,F,3598428,29,41.0,Credit Card,Jawa Tengah,No
CUST00733,2025-04-19,43.0,F,0,33,,Credit Card,,Yes
CUST00734,2024-04-19,,M,3320442,47,,Cash,Jawa Tengah,No
CUST00735,2023-06-08,73.0,Female,0,9,,Credit Card,Jabodetabek,Yes
CUST00736,2024-05-16,,M,0,26,,Credit Card,,No
CUST00737,2024-10-12,,M,0,17,,Credit Card,,No
CUST00738,2023-09-25,45.0,,0,41,46.0,Cash,Jawa Barat,Yes
CUST00739,2024-12-24,68.0,,827075,50,,Credit Card,Jawa Barat,No
CUST00740,2025-01-21,,F,0,33,,Credit Card,Jabodetabek,No
CUST00741,2023-01-07,,Female,3564178,14,,Cash,Jabodetabek,No
CUST00742,2023-06-30,66.0,M,0,42,,Debit Card,Jawa Barat,Yes
CUST00743,2023-07-25,30.0,Male,2258114,29,37.0,Debit Card,Jawa Barat,Yes
CUST00744,2024-01-22,,Male,4821087,11,,E-Wallet,Jabodetabek,Yes
CUST00745,2023-03-04,65.0,M,0,44,49.0,Credit Card,Jabodetabek,Yes
CUST00746,2024-04-29,68.0,M,3787828,34,,Cash,Jawa Tengah,No
CUST00747,2024-09-17,,Male,1472144,24,,E-Wallet,Jawa Tengah,No
CUST00748,2024-12-17,,Female,1835306,2,39.0,E-Wallet,,No
CUST00749,2023-01-18,75.0,M,0,43,13.0,Credit Card,Jawa Tengah,No
CUST00750,2024-05-02,68.0,Male,3839207,40,,Cash,Jawa Tengah,No
CUST00751,2024-05-24,68.0,Male,4824225,57,37.0,E-Wallet,,Yes
CUST00752,2025-02-10,28.0,Male,4389661,16,16.0,Credit Card,,Yes
CUST00753,2024-11-17,,Male,0,15,,Debit Card,,No
CUST00754,2025-04-07,23.0,Female,0,25,,Debit Card,Jawa Tengah,No
CUST00755,2024-08-09,25.0,M,0,48,38.0,Debit Card,Jawa Tengah,Yes
CUST00756,2024-03-09,74.0,M,157040,38,35.0,E-Wallet,Jawa Barat,No
CUST00757,2023-05-29,75.0,M,0,1,,Debit Card,,No
CUST00758,2023-11-13,67.0,,3305913,43,45.0,Credit Card,Jawa Tengah,No
CUST00759,2023-06-06,72.0,Female,0,46,25.0,Debit Card,Jabodetabek,No
CUST00760,2023-12-12,72.0,F,3627261,59,11.0,Cash,Jawa Tengah,No
CUST00761,2023-04-10,43.0,Female,0,19,45.0,E-Wallet,Jabodetabek,No
CUST00762,2023-05-29,72.0,Female,836584,29,,Debit Card,Jawa Barat,No
CUST00763,2023-04-09,,M,577600,25,28.0,Cash,Jawa Barat,Yes
CUST00764,2023-02-04,66.0,Male,0,10,,Debit Card,,Yes
CUST00765,2025-06-04,69.0,F,4369014,25,50.0,E-Wallet,,No
CUST00766,2024-08-23,41.0,,639171,32,42.0,Cash,Jawa Tengah,Yes
CUST00767,2023-04-12,24.0,M,4015423,45,,Credit Card,Jawa Barat,Yes
CUST00768,2024-06-15,,,4714343,51,,Credit Card,Jawa Barat,Yes
CUST00769,2023-05-12,60.0,,3011165,29,21.0,Debit Card,Jawa Barat,Yes
CUST00770,2024-03-09,,Male,296822,33,,Debit Card,Jawa Tengah,Yes
CUST00771,2024-09-12,,,2390187,37,,Debit Card,Jabodetabek,No
CUST00772,2024-08-28,60.0,M,304073,20,14.0,E-Wallet,Jawa Barat,Yes
CUST00773,2024-04-12,57.0,Male,0,25,42.0,E-Wallet,,No
CUST00774,2024-07-31,27.0,,4320300,18,41.0,Debit Card,,No
CUST00775,2024-06-28,,Male,3054336,16,,Cash,Jabodetabek,Yes
CUST00776,2023-10-08,39.0,Male,0,50,18.0,Credit Card,,Yes
CUST00777,2024-06-25,32.0,M,3368535,47,,E-Wallet,Jawa Tengah,Yes
CUST00778,2024-08-29,56.0,Female,0,12,,E-Wallet,Jabodetabek,No
CUST00779,2025-01-12,67.0,M,0,37,,Debit Card,,Yes
CUST00780,2024-06-17,,Female,0,33,,E-Wallet,Jabodetabek,No
CUST00781,2023-06-19,,,528077,5,47.0,Credit Card,Jabodetabek,Yes
CUST00782,2024-05-24,,,0,44,33.0,Credit Card,,No
CUST00783,2025-01-26,18.0,,0,45,,Credit Card,,Yes
CUST00784,2024-03-08,75.0,F,1094006,24,,Cash,Jawa Barat,Yes
CUST00785,2023-11-03,,F,4744256,55,50.0,E-Wallet,Jawa Tengah,No
CUST00786,2024-09-24,65.0,F,0,60,42.0,Credit Card,Jawa Tengah,No
CUST00787,2024-02-16,,M,0,7,,Credit Card,Jabodetabek,Yes
CUST00788,2024-05-14,45.0,Male,4109595,58,,Debit Card,Jawa Tengah,Yes
CUST00789,2024-03-25,,F,0,28,,Debit Card,Jawa Barat,Yes
CUST00790,2023-02-11,40.0,Female,4852993,13,8.0,Cash,,No
CUST00791,2024-05-15,39.0,,0,43,18.0,Cash,Jawa Barat,No
CUST00792,2023-12-19,71.0,,1780948,7,2.0,Credit Card,Jawa Barat,Yes
CUST00793,2023-10-16,,F,4252181,1,,Credit Card,,No
CUST00794,2024-12-18,33.0,Female,2294295,18,50.0,Cash,Jawa Barat,No
CUST00795,2023-05-04,66.0,Female,2256941,13,38.0,Cash,Jabodetabek,Yes
CUST00796,2024-02-22,35.0,,3037038,13,6.0,E-Wallet,Jawa Barat,No
CUST00797,2023-04-23,,M,3128659,28,42.0,E-Wallet,Jawa Tengah,No
CUST00798,2024-11-07,40.0,M,1491509,12,3.0,Debit Card,Jawa Tengah,Yes
CUST00799,2023-11-08,69.0,Male,572625,17,,Credit Card,Jabodetabek,No
CUST00800,2024-10-27,,M,0,48,,Debit Card,,Yes
CUST00801,2024-12-22,23.0,F,3086064,59,42.0,Credit Card,Jabodetabek,Yes
CUST00802,2023-05-11,,Female,0,49,13.0,Cash,Jawa Tengah,Yes
CUST00803,2024-03-05,,,4320921,8,28.0,Credit Card,Jawa Barat,No
CUST00804,2024-05-21,69.0,,690789,37,4.0,Credit Card,Jawa Barat,No
CUST00805,2023-06-13,,,3840641,18,14.0,Debit Card,Jabodetabek,Yes
CUST00806,2024-07-19,72.0,Male,0,55,,Debit Card,Jawa Barat,No
CUST00807,2025-06-13,20.0,Male,3081979,10,18.0,Debit Card,Jawa Barat,No
CUST00808,2025-01-09,52.0,Female,4326832,24,21.0,Cash,Jawa Tengah,No
CUST00809,2023-09-20,65.0,Male,0,15,,Credit Card,,Yes
CUST00810,2024-08-18,69.0,F,0,15,,Debit Card,,Yes
CUST00811,2023-07-09,,Female,0,6,32.0,Debit Card,,No
CUST00812,2023-03-13,,Female,238278,57,,Credit Card,,Yes
CUST00813,2024-01-22,72.0,F,3210205,34,9.0,Credit Card,Jabodetabek,Yes
CUST00814,2025-03-21,18.0,Male,704399,18,10.0,E-Wallet,Jabodetabek,Yes
CUST00815,2023-09-07,,Male,2013639,20,,E-Wallet,Jabodetabek,Yes
CUST00816,2023-08-18,19.0,Male,2434394,33,27.0,Debit Card,,Yes
CUST00817,2023-06-23,,Male,3473713,25,44.0,Debit Card,Jabodetabek,No
CUST00818,2023-07-02,36.0,F,0,60,6.0,E-Wallet,Jawa Barat,Yes
CUST00819,2024-11-08,67.0,M,0,23,,E-Wallet,Jabodetabek,No
CUST00820,2023-04-26,67.0,,764839,25,,Cash,Jawa Tengah,Yes
CUST00821,2024-05-07,,F,0,23,,E-Wallet,Jawa Barat,No
CUST00822,2024-01-29,,Male,0,35,,Cash,Jawa Barat,Yes
CUST00823,2023-04-23,,Male,162021,24,,E-Wallet,Jawa Tengah,Yes
CUST00824,2025-04-27,,Female,4751651,60,27.0,Credit Card,Jawa Barat,Yes
CUST00825,2024-05-03,,,0,24,4.0,Debit Card,Jabodetabek,Yes
CUST00826,2025-02-22,27.0,Female,481321,1,,Cash,Jawa Barat,Yes
CUST00827,2023-04-24,,Female,0,29,42.0,Credit Card,Jabodetabek,No
CUST00828,2024-08-08,67.0,,0,54,,E-Wallet,Jawa Barat,No
CUST00829,2024-09-25,,Male,0,9,48.0,Debit Card,,No
CUST00830,2025-04-27,73.0,F,4712447,30,,Debit Card,Jabodetabek,No
CUST00831,2023-01-29,,Female,966759,7,,E-Wallet,Jawa Barat,No
CUST00832,2024-10-15,52.0,Male,1038814,49,20.0,Debit Card,Jawa Tengah,Yes
CUST00833,2023-11-13,74.0,Male,0,3,,E-Wallet,Jawa Tengah,Yes
CUST00834,2023-12-06,43.0,F,0,47,23.0,Credit Card,Jawa Barat,Yes
CUST00835,2023-03-22,,Male,2150486,19,11.0,Debit Card,Jawa Barat,No
CUST00836,2025-03-15,67.0,Female,4051973,47,,E-Wallet,Jawa Tengah,No
CUST00837,2023-08-02,,,4867891,50,,Credit Card,Jawa Barat,Yes
CUST00838,2024-05-25,,Male,558550,10,,Cash,Jawa Tengah,Yes
CUST00839,2023-07-03,28.0,F,3587448,24,23.0,E-Wallet,,Yes
CUST00840,2025-05-29,72.0,M,739078,37,32.0,Cash,,No
CUST00841,2023-03-27,57.0,F,3769093,55,,Cash,Jawa Tengah,No
CUST00842,2025-05-23,74.0,Male,389321,45,36.0,E-Wallet,,Yes
CUST00843,2024-04-22,,F,0,56,30.0,Cash,Jabodetabek,No
CUST00844,2023-12-03,67.0,Male,0,50,28.0,E-Wallet,Jawa Tengah,No
CUST00845,2023-05-30,56.0,Female,0,30,3.0,E-Wallet,Jabodetabek,No
CUST00846,2025-06-07,56.0,Male,0,31,14.0,Cash,Jawa Tengah,Yes
CUST00847,2025-06-13,34.0,F,500607,18,26.0,Cash,Jawa Barat,No
CUST00848,2023-07-23,60.0,M,0,22,,Cash,,Yes
CUST00849,2024-07-28,73.0,,0,23,,Debit Card,Jabodetabek,Yes
CUST00850,2023-06-04,74.0,F,3678916,53,,Debit Card,,Yes
CUST00851,2024-10-11,66.0,F,3551137,47,,Credit Card,Jabodetabek,Yes
CUST00852,2023-08-03,,Female,2440451,39,25.0,Credit Card,Jawa Tengah,No
CUST00853,2024-02-25,,M,1437506,45,,E-Wallet,,No
CUST00854,2024-01-26,51.0,M,0,24,12.0,Cash,Jawa Tengah,No
CUST00855,2024-05-23,57.0,,3187984,2,,Credit Card,,Yes
CUST00856,2023-04-28,50.0,Female,0,14,,Cash,Jabodetabek,No
CUST00857,2025-06-19,,M,0,51,,E-Wallet,,No
CUST00858,2023-06-24,,,287047,10,,Cash,Jawa Barat,No
CUST00859,2024-10-13,53.0,F,1799694,52,,Debit Card,,Yes
CUST00860,2025-05-13,38.0,M,1984595,46,9.0,Debit Card,Jawa Tengah,No
CUST00861,2024-09-24,31.0,,257542,41,50.0,Credit Card,,Yes
CUST00862,2024-07-02,,Female,1652069,42,,Cash,Jawa Tengah,Yes
CUST00863,2024-04-15,,,497973,41,2.0,Credit Card,Jabodetabek,Yes
CUST00864,2023-04-14,,F,907607,32,24.0,Credit Card,,No
CUST00865,2025-04-07,72.0,Female,3441022,27,,Debit Card,Jawa Tengah,No
CUST00866,2024-06-18,67.0,M,0,23,31.0,Credit Card,Jawa Barat,Yes
CUST00867,2023-04-28,65.0,Female,4086314,49,10.0,Credit Card,Jawa Tengah,No
CUST00868,2024-12-26,26.0,,0,31,13.0,E-Wallet,,No
CUST00869,2024-02-07,71.0,Male,1827478,17,12.0,E-Wallet,Jawa Barat,No
CUST00870,2024-09-13,,F,3888641,48,,Cash,Jawa Barat,Yes
CUST00871,2023-10-28,,,419552,57,,E-Wallet,,No
CUST00872,2024-11-03,19.0,M,1503422,23,16.0,E-Wallet,Jawa Barat,Yes
CUST00873,2024-08-04,38.0,M,1486259,46,22.0,Debit Card,Jabodetabek,No
CUST00874,2024-08-10,69.0,F,1039927,7,,Cash,Jawa Tengah,Yes
CUST00875,2023-05-03,38.0,Male,0,32,,Cash,Jawa Barat,No
CUST00876,2024-04-17,70.0,M,3495812,2,19.0,Debit Card,,Yes
CUST00877,2025-04-29,73.0,F,3707557,2,,E-Wallet,Jawa Tengah,Yes
CUST00878,2023-11-02,,F,0,32,40.0,Cash,Jabodetabek,No
CUST00879,2023-11-27,41.0,F,272843,53,1.0,Debit Card,Jawa Barat,Yes
CUST00880,2025-03-14,68.0,Male,4711585,1,45.0,Credit Card,Jabodetabek,No
CUST00881,2023-05-22,,,4442676,51,,Cash,Jabodetabek,Yes
CUST00882,2024-11-08,26.0,F,0,43,8.0,E-Wallet,Jawa Tengah,No
CUST00883,2024-11-06,48.0,Female,0,46,,Credit Card,Jabodetabek,Yes
CUST00884,2023-04-18,49.0,M,205063,30,25.0,Debit Card,Jawa Tengah,No
CUST00885,2024-01-30,72.0,F,4777980,7,9.0,Debit Card,,No
CUST00886,2024-04-17,,Male,3344344,20,37.0,Credit Card,Jawa Barat,Yes
CUST00887,2023-09-29,19.0,Male,0,43,,Credit Card,Jawa Tengah,No
CUST00888,2023-10-07,45.0,M,0,33,22.0,Credit Card,Jabodetabek,No
CUST00889,2024-06-26,71.0,,0,13,26.0,Cash,,No
CUST00890,2023-09-02,24.0,Male,1194147,8,4.0,Credit Card,Jawa Tengah,No
CUST00891,2023-07-30,74.0,Female,0,7,,Debit Card,Jawa Tengah,No
CUST00892,2025-05-23,69.0,Female,1357869,7,,Debit Card,Jawa Tengah,No
CUST00893,2023-12-09,22.0,Male,0,10,,Debit Card,Jawa Tengah,No
CUST00894,2025-06-13,67.0,Female,0,31,38.0,Cash,Jabodetabek,No
CUST00895,2025-03-04,65.0,Male,1369110,34,33.0,Credit Card,Jawa Tengah,Yes
CUST00896,2024-04-14,,Male,0,43,,E-Wallet,Jawa Tengah,No
CUST00897,2024-02-25,73.0,Female,0,44,34.0,Debit Card,Jawa Tengah,Yes
CUST00898,2024-10-16,49.0,Male,1956572,48,6.0,E-Wallet,,No
CUST00899,2023-11-13,,Female,0,26,,Credit Card,Jawa Tengah,No
CUST00900,2024-12-02,,Female,0,19,8.0,Cash,Jawa Barat,No
CUST00901,2025-03-29,69.0,M,2491012,20,,Credit Card,,Yes
CUST00902,2024-11-07,,Male,0,20,,Credit Card,Jawa Tengah,No
CUST00903,2025-01-20,,Female,4395289,10,,Cash,Jabodetabek,Yes
CUST00904,2024-02-13,36.0,Male,0,16,,E-Wallet,Jawa Tengah,No
CUST00905,2023-09-14,56.0,Female,0,52,38.0,Cash,Jawa Barat,Yes
CUST00906,2025-03-12,37.0,F,4188382,30,35.0,Credit Card,Jawa Barat,No
CUST00907,2024-03-13,72.0,F,4056576,46,,Cash,,No
CUST00908,2025-03-16,65.0,Female,0,6,49.0,E-Wallet,Jawa Barat,No
CUST00909,2025-04-06,73.0,,0,9,26.0,Cash,Jabodetabek,No
CUST00910,2025-06-04,,Male,3699365,7,,Credit Card,Jabodetabek,No
CUST00911,2024-10-05,31.0,M,2227458,58,44.0,Credit Card,,No
CUST00912,2023-07-29,57.0,Male,431614,39,8.0,Cash,Jabodetabek,Yes
CUST00913,2025-04-19,,Female,383426,20,,E-Wallet,,Yes
CUST00914,2023-06-24,60.0,,3306700,2,12.0,Debit Card,,Yes
CUST00915,2024-01-31,,Male,0,24,,Cash,,No
CUST00916,2023-02-04,45.0,,1338758,37,25.0,Cash,Jabodetabek,No
CUST00917,2024-12-24,,,2072459,11,23.0,Cash,Jabodetabek,No
CUST00918,2023-10-13,29.0,M,4375592,37,,Cash,Jabodetabek,Yes
CUST00919,2024-12-15,,M,4270542,12,,E-Wallet,,Yes
CUST00920,2023-11-28,22.0,Female,817647,43,,Debit Card,Jabodetabek,No
CUST00921,2024-03-28,,M,3129869,17,8.0,Credit Card,Jawa Barat,Yes
CUST00922,2023-09-16,66.0,F,2035380,41,37.0,Cash,Jawa Tengah,Yes
CUST00923,2024-10-06,68.0,Male,3910296,52,13.0,Debit Card,Jabodetabek,Yes
CUST00924,2024-11-29,,,4191801,56,,Cash,Jawa Barat,Yes
CUST00925,2024-03-25,,F,0,40,36.0,Cash,Jabodetabek,Yes
CUST00926,2024-09-07,54.0,,2319490,8,32.0,E-Wallet,Jabodetabek,Yes
CUST00927,2024-07-01,,,0,5,,Debit Card,Jawa Tengah,Yes
CUST00928,2023-02-03,43.0,M,2439845,38,,Cash,Jawa Tengah,Yes
CUST00929,2023-08-30,30.0,F,3428308,53,,Credit Card,Jabodetabek,Yes
CUST00930,2023-04-17,,Male,4861261,31,,Cash,Jawa Barat,Yes
CUST00931,2024-07-01,,,2153168,2,4.0,Cash,Jabodetabek,Yes
CUST00932,2024-07-16,53.0,Female,0,45,,Credit Card,,No
CUST00933,2023-04-05,,,0,28,4.0,Credit Card,Jawa Barat,Yes
CUST00934,2023-03-20,73.0,Male,342014,56,47.0,Debit Card,,Yes
CUST00935,2024-09-12,29.0,F,3733305,42,,Cash,Jabodetabek,Yes
CUST00936,2024-03-30,60.0,M,4967904,14,,E-Wallet,Jawa Tengah,Yes
CUST00937,2023-12-21,68.0,F,3668695,35,33.0,Cash,Jawa Tengah,Yes
CUST00938,2024-01-17,23.0,Female,0,48,36.0,Credit Card,Jawa Barat,Yes
CUST00939,2024-08-25,,F,0,54,,E-Wallet,Jabodetabek,No
CUST00940,2023-02-15,69.0,Female,1760345,56,,Debit Card,,No
CUST00941,2024-09-15,,M,3109596,20,,E-Wallet,Jawa Barat,Yes
CUST00942,2024-07-20,70.0,F,0,51,47.0,E-Wallet,,Yes
CUST00943,2023-01-16,74.0,M,2326478,25,30.0,E-Wallet,Jabodetabek,Yes
CUST00944,2023-10-03,,M,0,3,,Credit Card,Jabodetabek,No
CUST00945,2023-01-18,74.0,F,0,55,,Credit Card,,No
CUST00946,2024-09-16,,,0,4,38.0,E-Wallet,Jabodetabek,No
CUST00947,2025-06-11,,,0,9,15.0,Credit Card,Jawa Barat,Yes
